text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
"My tablet screen cracked, so frustratingly easy to damage.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to perfect my sourdough bread recipe, still a work in progress.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The city council meeting discussed some important local issues last night.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I visited a historical landmark today, learned so much about the past.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My vacuum cleaner is making a weird noise, I hope it's not broken.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm learning how to code in Python, it's challenging but fun.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The sound of distant thunder is quite relaxing in a strange way.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My computer mouse stopped responding, classic tech problem.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent the morning volunteering at a community garden, very rewarding.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The new exhibition at the natural history museum is incredibly popular.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I found a vintage record player at a flea market, trying to fix it up.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My current book is a real page-turner, I can't put it down.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I accidentally locked my keys in my house, had to call a locksmith.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to learn calligraphy, my handwriting needs a lot of work.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The movie ended on such a cliffhanger, I can't wait for the sequel.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My new headset has amazing sound quality, perfect for gaming.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
I'm planning a weekend getaway to a cabin in the woods.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The latest news report was quite alarming, I hope things improve.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My outdoor lights aren't working, I need to troubleshoot the wiring.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I attended a fascinating lecture on quantum physics, very complex stuff.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The sunrise was obscured by heavy clouds this morning, a bit disappointing.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My e-reader battery died in the middle of a chapter, frustrating.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent hours trying to solve a tricky crossword puzzle, finally got it!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm practicing mindfulness exercises daily, hoping to reduce stress.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The local farmers market had some amazing fresh produce today.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My favorite pair of jeans got a hole in them, time for some mending.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The new series on astronomy is incredibly beautiful and informative.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
I'm struggling to get my new smart thermostat to connect properly.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I just finished a grueling workout, feeling exhausted but good.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I found a rare wildflower blooming in the forest, so delicate.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My remote control disappeared again, it's always hiding.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to improve my photography skills, practicing daily.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The final episode of that mystery series was absolutely shocking.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My desktop computer is making a weird buzzing sound, I'm worried.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm learning to play the ukulele, it's a very cheerful instrument.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The neighborhood cat always comes to visit me in the mornings.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent the morning cleaning out my attic, found so many old treasures.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The latest update to my video editing software is fantastic, lots of new tools.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to teach my parrot to say new words, making progress.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I saw a meteor shower last night, it was absolutely spectacular.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
